,bitcount,blowfish,bzip2,crc32,dijkstra,gsm,jpeg-c,jpeg-d,patricia,qsort,sha,stringsearch,stringsearch2,susan,tiff2bw,tiff2rgba,tiffdither,tiffmedian
54,560392367,751445,231080876,4551145,262069,71201389,13845890,3722931,533974,143623486,416187,461867,17940845,44924647,5376937,13177258,4404517,6754101
55,560392367,751445,230912971,4551145,262118,71227062,13526193,3597079,533974,143623486,416179,461670,15307017,44924648,5512417,13316023,4468407,6740452
56,560392367,751445,220073834,4551145,262118,71016797,13526366,3597090,533974,143623486,416187,460741,15307017,44924648,5512951,13353625,4470503,6740778
57,560392367,751445,220073910,4551145,262118,70978878,13538055,3597081,533974,143623486,416187,460741,15307017,44924648,5614591,13454676,4609339,6740779
58,560392367,751445,220073910,4551145,262118,70978878,13538055,3597081,533974,143623486,416187,460741,15307017,44924648,5614591,13454676,4609339,6740779
59,560392367,751445,220073910,4551145,262118,70978878,13538055,3597081,533974,143623486,416187,460741,15307017,44924648,5614591,13454676,4609339,6740779
60,560392367,751445,220073910,4551145,262118,70978878,13538055,3597081,533974,143623486,416179,460741,15307017,44924648,5614591,13454676,4609339,6740779
61,560392367,751445,220073910,4551145,262118,70978878,13538055,3597081,533974,143623486,416187,460741,15307017,44924648,5614591,13454676,4609339,6740779
62,560392367,751445,220073910,4551145,262118,70978878,13538055,3597081,533974,143623486,416165,460741,15307017,44924648,5614591,13454676,4609339,6740779
63,560392367,751445,220073910,4551145,262118,70978878,13538055,3597081,533974,143623486,416179,460741,15307017,44924648,5614591,13454676,4609339,6740779
64,560392367,751445,220073910,4551145,262118,70978878,13538055,3597081,533974,143623486,416179,460741,15307017,44924648,5614591,13454676,4609339,6740779
65,560392367,751445,220073910,4551145,262118,70978878,13538055,3597081,533974,143623486,416187,460741,15307017,44924648,5614591,13454676,4609339,6740779
66,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416187,460741,14631025,44925238,5699741,13521033,4611396,6808994
67,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416179,460741,14631025,44925238,5699741,13521033,4611396,6808994
68,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416187,460741,14631025,44925238,5699741,13521033,4611396,6808994
69,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416187,460741,14631025,44925238,5699741,13521033,4611396,6808994
70,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416187,460741,14631025,44925238,5699741,13521033,4611396,6808994
71,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416187,460741,14631025,44925238,5699741,13521033,4611396,6808994
72,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416187,460741,14631025,44925238,5699741,13521033,4611396,6808994
73,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416187,460741,14631025,44925238,5699741,13521033,4611396,6808994
74,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416179,460741,14631025,44925238,5699741,13521033,4611396,6808994
75,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416187,460741,14631025,44925238,5699741,13521033,4611396,6808994
76,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416187,460741,14631025,44925238,5699741,13521033,4611396,6808994
77,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416187,460741,14631025,44925238,5699741,13521033,4611396,6808994
